_id,aabb,class,faceType,numFaces,numVerts,path
633b6e788e368ab51dbd99e0,"[-0.767397,-0.763362,-0.65273,0.762378,0.827363,0.295023]",Table,tri,27854,13929,data\LabeledDB_new\Table\154.off
633b6e788e368ab51dbd99e1,"[-0.938033,-0.774021,-0.694798,0.975495,0.147116,0.730715]",Table,tri,28764,14384,data\LabeledDB_new\Table\155.off
633b6e788e368ab51dbd99e2,"[-0.831833,-0.602398,-0.719372,0.840432,0.069116,0.723529]",Table,tri,20196,10100,data\LabeledDB_new\Table\156.off
633b6e788e368ab51dbd99e3,"[-0.968674,-0.665926,-0.975786,0.967688,0.119652,0.971857]",Table,tri,27762,13883,data\LabeledDB_new\Table\157.off
633b6e788e368ab51dbd99e4,"[-0.646266,-0.797093,-0.685237,0.645923,0.16525,0.684363]",Table,tri,29170,14587,data\LabeledDB_new\Table\158.off
633b6e788e368ab51dbd99e5,"[-0.668285,-0.75246,-0.558866,0.671536,0.747991,0.090932]",Table,tri,27856,13930,data\LabeledDB_new\Table\159.off
633b6e788e368ab51dbd99e6,"[-0.845246,-0.761702,-0.222755,0.254859,0.781024,0.235357]",Table,tri,20160,10082,data\LabeledDB_new\Table\160.off
633b6e788e368ab51dbd99e7,"[-0.671387,-0.728133,-0.329366,0.678684,0.942907,0.326737]",Teddy,tri,27648,13826,data\LabeledDB_new\Teddy\161.off
633b6e788e368ab51dbd99e8,"[-0.618127,-0.892339,-0.373052,0.412347,0.977393,0.565398]",Teddy,tri,20188,10096,data\LabeledDB_new\Teddy\162.off
633b6e788e368ab51dbd99e9,"[-0.58393,-0.909035,-0.338993,0.623852,0.95474,0.502105]",Teddy,tri,21758,10879,data\LabeledDB_new\Teddy\163.off
633b6e788e368ab51dbd99ea,"[-0.637077,-0.696297,-0.343926,0.665476,0.977466,0.450824]",Teddy,tri,29014,14509,data\LabeledDB_new\Teddy\164.off
633b6e788e368ab51dbd99eb,"[-0.442105,-0.916217,-0.356779,0.551747,0.985951,0.427515]",Teddy,tri,20462,10233,data\LabeledDB_new\Teddy\165.off
633b6e788e368ab51dbd99ec,"[-0.650798,-0.842785,-0.383127,0.624942,0.980533,0.509331]",Teddy,tri,22176,11090,data\LabeledDB_new\Teddy\166.off
633b6e788e368ab51dbd99ed,"[-0.645426,-0.756215,-0.381702,0.598574,0.965264,0.525836]",Teddy,tri,25290,12647,data\LabeledDB_new\Teddy\167.off
633b6e788e368ab51dbd99ee,"[-0.643046,-0.871127,-0.32054,0.562721,0.974813,0.332394]",Teddy,tri,21500,10752,data\LabeledDB_new\Teddy\168.off
633b6e788e368ab51dbd99ef,"[-0.780276,-0.892198,-0.286057,0.804989,0.923285,0.299525]",Teddy,tri,25118,12561,data\LabeledDB_new\Teddy\169.off
633b6e788e368ab51dbd99f0,"[-0.773621,-0.885055,-0.275354,0.74907,0.858182,0.281979]",Teddy,tri,24996,12500,data\LabeledDB_new\Teddy\170.off
633b6e788e368ab51dbd99f1,"[-0.525316,-0.883865,-0.398818,0.532718,0.913362,0.486311]",Teddy,tri,29806,14905,data\LabeledDB_new\Teddy\171.off
633b6e788e368ab51dbd99f2,"[-0.575994,-0.94955,-0.444322,0.429863,0.973867,0.537858]",Teddy,tri,20278,10141,data\LabeledDB_new\Teddy\172.off
633b6e788e368ab51dbd99f3,"[-0.451507,-0.652676,-0.397755,0.44896,0.942607,0.51019]",Teddy,tri,27730,13867,data\LabeledDB_new\Teddy\173.off
633b6e788e368ab51dbd99f4,"[-0.613447,-0.846818,-0.330891,0.691081,0.906278,0.402225]",Teddy,tri,25658,12831,data\LabeledDB_new\Teddy\174.off
633b6e788e368ab51dbd99f5,"[-0.60858,-0.946855,-0.396378,0.588985,0.954652,0.423982]",Teddy,tri,18956,9480,data\LabeledDB_new\Teddy\175.off
633b6e788e368ab51dbd99f6,"[-0.68794,-0.691984,-0.397993,0.733972,0.940663,0.538444]",Teddy,tri,24996,12500,data\LabeledDB_new\Teddy\176.off
633b6e788e368ab51dbd99f7,"[-0.548994,-0.738777,-0.395298,0.668241,0.937811,0.514511]",Teddy,tri,25082,12543,data\LabeledDB_new\Teddy\177.off
633b6e788e368ab51dbd99f8,"[-0.593218,-0.691816,-0.36071,0.506613,0.953242,0.538992]",Teddy,tri,24346,12175,data\LabeledDB_new\Teddy\178.off
633b6e788e368ab51dbd99f9,"[-0.658921,-0.71694,-0.360366,0.650144,0.941371,0.570984]",Teddy,tri,26644,13324,data\LabeledDB_new\Teddy\179.off
633b6e788e368ab51dbd99fa,"[-0.614735,-0.856391,-0.268362,0.597059,0.958507,0.301429]",Teddy,tri,19092,9548,data\LabeledDB_new\Teddy\180.off
633b6e788e368ab51dbd99fb,"[-0.487363,-0.951693,-0.537682,0.521498,0.991284,0.507211]",Vase,tri,29734,14859,data\LabeledDB_new\Vase\361.off
633b6e788e368ab51dbd99fc,"[-0.348412,-0.643778,-0.368409,0.390271,0.989733,0.368972]",Vase,tri,28952,14476,data\LabeledDB_new\Vase\362.off
633b6e788e368ab51dbd99fd,"[-0.290753,-0.653612,-0.283155,0.31544,0.998324,0.31155]",Vase,tri,26864,13434,data\LabeledDB_new\Vase\363.off
633b6e788e368ab51dbd99fe,"[-0.830792,-0.581783,-0.529094,0.820759,0.648302,0.554594]",Vase,tri,27100,13548,data\LabeledDB_new\Vase\364.off
633b6e788e368ab51dbd99ff,"[-0.800453,-0.682033,-0.83284,0.894325,0.672523,0.85725]",Vase,tri,27028,13514,data\LabeledDB_new\Vase\365.off
633b6e788e368ab51dbd9a00,"[-0.470677,-0.861363,-0.460591,0.444454,0.98303,0.480763]",Vase,tri,21274,10637,data\LabeledDB_new\Vase\366.off
633b6e788e368ab51dbd9a01,"[-0.894348,-0.594694,-0.413628,0.956669,0.595022,0.524414]",Vase,tri,7800,3900,data\LabeledDB_new\Vase\367.off
633b6e788e368ab51dbd9a02,"[-0.535044,-0.553733,-0.643495,0.539441,0.785096,0.585329]",Vase,tri,22400,11202,data\LabeledDB_new\Vase\368.off
633b6e788e368ab51dbd9a03,"[-0.526398,-0.804935,-0.587743,0.617932,0.937945,0.561901]",Vase,tri,27212,13606,data\LabeledDB_new\Vase\369.off
633b6e788e368ab51dbd9a04,"[-0.550041,-0.839186,-0.547822,0.562622,0.989408,0.562901]",Vase,tri,27836,13920,data\LabeledDB_new\Vase\370.off
633b6e788e368ab51dbd9a05,"[-0.573071,-0.75023,-0.539405,0.558613,0.986991,0.597619]",Vase,tri,29194,14599,data\LabeledDB_new\Vase\371.off
633b6e788e368ab51dbd9a06,"[-0.774489,-0.480736,-0.385591,0.711485,0.68795,0.381743]",Vase,tri,13368,6684,data\LabeledDB_new\Vase\372.off
633b6e788e368ab51dbd9a07,"[-0.414793,-0.890265,-0.427344,0.383883,0.994026,0.389596]",Vase,tri,21112,10556,data\LabeledDB_new\Vase\373.off
633b6e788e368ab51dbd9a08,"[-0.35855,-0.97322,-0.331058,0.320975,0.956164,0.344297]",Vase,tri,29744,14872,data\LabeledDB_new\Vase\374.off
633b6e788e368ab51dbd9a09,"[-0.968259,-0.384965,-0.580561,0.910081,0.307637,0.523119]",Vase,tri,23520,11762,data\LabeledDB_new\Vase\375.off
633b6e788e368ab51dbd9a0a,"[-0.996857,-0.482226,-0.808801,0.993358,0.312882,0.743575]",Vase,tri,25132,12568,data\LabeledDB_new\Vase\376.off
633b6e788e368ab51dbd9a0b,"[-0.525305,-0.663566,-0.322591,0.526046,0.999927,0.327969]",Vase,tri,30342,15169,data\LabeledDB_new\Vase\377.off
633b6e788e368ab51dbd9a0c,"[-0.781131,-0.470158,-0.379556,0.703088,0.690091,0.374894]",Vase,tri,13368,6684,data\LabeledDB_new\Vase\378.off
633b6e788e368ab51dbd9a0d,"[-0.888659,-0.588771,-0.389807,0.950082,0.589652,0.540806]",Vase,tri,13842,6923,data\LabeledDB_new\Vase\379.off
633b6e788e368ab51dbd9a0e,"[-0.568432,-0.999948,-0.430499,0.565093,0.597105,0.432816]",Vase,tri,18708,9356,data\LabeledDB_new\Vase\380.off
633b6e788e368ab51dbd9a0f,"[0.025,0.025,0.025,0.489988,0.975,0.336106]",winged_vehicle,tri,4147,2124,data\psb_v1\benchmark\db\13\m1353\m1353.off
633b6e788e368ab51dbd9a10,"[0.025,0.025,0.025,0.859252,0.975,0.328011]",winged_vehicle,tri,13354,7730,data\psb_v1\benchmark\db\13\m1355\m1355.off
633b6e788e368ab51dbd9a11,"[0.025,0.025,0.025,0.975,0.167978,0.424339]",winged_vehicle,tri,32216,9664,data\psb_v1\benchmark\db\13\m1357\m1357.off
633b6e788e368ab51dbd9a12,"[0.025205471470748232,0.025205435463798487,0.03096599992249149,0.47089249999999994,0.356061,0.975000000000001]",winged_vehicle,tri,6007,3000,data\psb_v1\benchmark\db\13\m1359\m1359.off
633b6e788e368ab51dbd9a13,"[0.025,0.025,0.025,0.841756,0.21772,0.975]",winged_vehicle,tri,2008,1038,data\psb_v1\benchmark\db\13\m1361\m1361.off
633b6e788e368ab51dbd9a14,"[0.025,0.025,0.025,0.756659,0.975,0.286594]",winged_vehicle,tri,36002,28709,data\psb_v1\benchmark\db\13\m1363\m1363.off
633b6e788e368ab51dbd9a15,"[0.025,0.025,0.025,0.975,0.750444,0.201007]",winged_vehicle,tri,1196,718,data\psb_v1\benchmark\db\13\m1365\m1365.off
633b6e788e368ab51dbd9a16,"[0.025,0.025,0.025,0.396733,0.173487,0.975]",winged_vehicle,tri,51359,26324,data\psb_v1\benchmark\db\13\m1367\m1367.off
633b6e788e368ab51dbd9a17,"[0.025,0.025,0.025,0.975,0.405352,0.200913]",winged_vehicle,tri,1720,1004,data\psb_v1\benchmark\db\13\m1369\m1369.off
633b6e788e368ab51dbd9a18,"[0.025,0.025,0.025,0.42152,0.220545,0.975]",winged_vehicle,tri,2565,1558,data\psb_v1\benchmark\db\13\m1371\m1371.off
633b6e788e368ab51dbd9a19,"[0.025,0.025,0.025,0.468557,0.975,0.267043]",winged_vehicle,tri,11598,6098,data\psb_v1\benchmark\db\13\m1373\m1373.off
633b6e788e368ab51dbd9a1a,"[0.025,0.025,0.025,0.37302,0.975,0.620744]",winged_vehicle,tri,1221,818,data\psb_v1\benchmark\db\13\m1395\m1395.off
633b6e788e368ab51dbd9a1b,"[0.025,0.025,0.025,0.639568,0.975,0.389394]",winged_vehicle,tri,2476,1353,data\psb_v1\benchmark\db\13\m1396\m1396.off
633b6e788e368ab51dbd9a1c,"[0.025,0.025,0.025,0.724406,0.399195,0.975]",winged_vehicle,tri,18674,10067,data\psb_v1\benchmark\db\13\m1397\m1397.off
633b6e788e368ab51dbd9a1d,"[0.025,0.025,0.025,0.695832,0.510434,0.975]",winged_vehicle,tri,8748,4509,data\psb_v1\benchmark\db\13\m1398\m1398.off
633b6e798e368ab51dbd9a1e,"[0.030725480974348508,0.031004046746384194,0.025916724391069033,0.728161625,0.379924125,0.9689230858551293]",winged_vehicle,tri,5658,2996,data\psb_v1\benchmark\db\13\m1399\m1399.off
633b6e798e368ab51dbd9a1f,"[0.025,0.025,0.025,0.630113,0.975,0.383652]",winged_vehicle,tri,5323,3574,data\psb_v1\benchmark\db\14\m1400\m1400.off
633b6e798e368ab51dbd9a20,"[0.025,0.025369017447330257,0.02551524027308337,0.9750000000000009,0.20653189158009458,0.512072]",winged_vehicle,tri,8496,2999,data\psb_v1\benchmark\db\14\m1406\m1406.off
633b6e798e368ab51dbd9a21,"[0.025,0.025,0.025,0.814695,0.975,0.251859]",winged_vehicle,tri,6073,3099,data\psb_v1\benchmark\db\14\m1407\m1407.off
633b6e798e368ab51dbd9a22,"[0.025,0.025,0.025,0.831649,0.350929,0.975]",winged_vehicle,tri,2496,1293,data\psb_v1\benchmark\db\14\m1408\m1408.off
633b6e798e368ab51dbd9a23,"[0.025,0.025,0.025,0.975,0.238562,0.834622]",winged_vehicle,tri,1277,769,data\psb_v1\benchmark\db\14\m1409\m1409.off
633b6e798e368ab51dbd9a24,"[0.131484,0.025,0.025,0.975,0.738559,0.237466]",winged_vehicle,tri,9528,5986,data\psb_v1\benchmark\db\14\m1410\m1410.off
633b6e798e368ab51dbd9a25,"[0.025,0.02803121449975107,0.024999999999999994,0.726536,0.31491918458126494,0.9749999999999999]",winged_vehicle,tri,5507,2793,data\psb_v1\benchmark\db\12\m1298\m1298.off
633b6e798e368ab51dbd9a26,"[0.02631999457144863,0.025750986044906877,0.02840860000380081,0.628490320673576,0.585519,0.974694068181818]",winged_vehicle,tri,5672,2995,data\psb_v1\benchmark\db\12\m1299\m1299.off
633b6e798e368ab51dbd9a27,"[0.025,0.025,0.025,0.723517,0.173779,0.975]",winged_vehicle,tri,3674,1924,data\psb_v1\benchmark\db\13\m1300\m1300.off
633b6e7a8e368ab51dbd9a28,"[0.025,0.025,0.025,0.64902,0.13309346901508123,0.975]",winged_vehicle,tri,5862,2936,data\psb_v1\benchmark\db\13\m1301\m1301.off
633b6e7a8e368ab51dbd9a29,"[0.025,0.025,0.025,0.975,0.231623,0.526884]",winged_vehicle,tri,20408,10676,data\psb_v1\benchmark\db\11\m1118\m1118.off
633b6f528e368ab51dbd9a2a,"[0.025992609658078435,0.03226429397240484,0.05352281193181054,0.9739608545907956,0.3612997157986074,0.8793385838578718]",winged_vehicle,tri,2634,2997,data\psb_v1\benchmark\db\11\m1120\m1120.off
633b6f528e368ab51dbd9a2b,"[0.025,0.025,0.025,0.93572,0.975,0.304519]",winged_vehicle,tri,11577,6704,data\psb_v1\benchmark\db\11\m1122\m1122.off
633b6f538e368ab51dbd9a2c,"[0.033340221225309406,0.024999999999999998,0.042832305344424,0.6241844550127092,0.9750000000000001,0.2359005]",winged_vehicle,tri,5504,2999,data\psb_v1\benchmark\db\11\m1124\m1124.off
633b6f538e368ab51dbd9a2d,"[0.025,0.025,0.025,0.788134,0.975,0.236106]",winged_vehicle,tri,1316,770,data\psb_v1\benchmark\db\11\m1126\m1126.off
633b6f538e368ab51dbd9a2e,"[0.025,0.025,0.025,0.975,0.967087,0.241951]",winged_vehicle,tri,1232,718,data\psb_v1\benchmark\db\11\m1128\m1128.off
633b6f538e368ab51dbd9a2f,"[0.025,0.025,0.025,0.975,0.459182,0.800606]",winged_vehicle,tri,4520,2303,data\psb_v1\benchmark\db\11\m1130\m1130.off
633b6f538e368ab51dbd9a30,"[0.025,0.025,0.025,0.7227,0.975,0.209765]",winged_vehicle,tri,1428,882,data\psb_v1\benchmark\db\11\m1132\m1132.off
633b6f538e368ab51dbd9a31,"[0.025,0.024999999999999994,0.025,0.5357940275923224,0.9750000000000001,0.1732000000000001]",winged_vehicle,tri,5672,3000,data\psb_v1\benchmark\db\11\m1134\m1134.off
633b6f538e368ab51dbd9a32,"[0.025,0.025,0.025,0.559108,0.975,0.233333]",winged_vehicle,tri,1628,904,data\psb_v1\benchmark\db\11\m1136\m1136.off
633b6f538e368ab51dbd9a33,"[0.0524947,0.025,0.025,0.975,0.907034,0.377887]",winged_vehicle,tri,3586,2050,data\psb_v1\benchmark\db\11\m1138\m1138.off
633b6f538e368ab51dbd9a34,"[0.025,0.025,0.025,0.975,0.388267,0.84721]",winged_vehicle,tri,27087,13908,data\psb_v1\benchmark\db\11\m1140\m1140.off
633b6f538e368ab51dbd9a35,"[0.025,0.025,0.025,0.975,0.22184,0.517098]",winged_vehicle,tri,2498,1322,data\psb_v1\benchmark\db\11\m1142\m1142.off
633b6f538e368ab51dbd9a36,"[0.025,0.025,0.025,0.975,0.716901,0.291304]",winged_vehicle,tri,6736,3627,data\psb_v1\benchmark\db\11\m1144\m1144.off
633b6f538e368ab51dbd9a37,"[0.025,0.025,0.025,0.975,0.33131,0.884672]",winged_vehicle,tri,2320,1149,data\psb_v1\benchmark\db\11\m1147\m1147.off
633b6f538e368ab51dbd9a38,"[0.025,0.025,0.025,0.975,0.305634,0.769297]",winged_vehicle,tri,5874,3003,data\psb_v1\benchmark\db\11\m1149\m1149.off
633b6f538e368ab51dbd9a39,"[0.025,0.025,0.025,0.975,0.267357,0.949829]",winged_vehicle,tri,1660,858,data\psb_v1\benchmark\db\11\m1151\m1151.off
633b6f538e368ab51dbd9a3a,"[0.025,0.025,0.025,0.79127,0.364467,0.975]",winged_vehicle,tri,1478,743,data\psb_v1\benchmark\db\11\m1153\m1153.off
633b6f538e368ab51dbd9a3b,"[0.025,0.025,0.025,0.816625,0.228519,0.975]",winged_vehicle,tri,5798,3680,data\psb_v1\benchmark\db\11\m1155\m1155.off
633b6f538e368ab51dbd9a3c,"[0.025,0.025,0.025,0.975,0.70371,0.185832]",winged_vehicle,tri,2088,1264,data\psb_v1\benchmark\db\11\m1157\m1157.off
633b6f538e368ab51dbd9a3d,"[0.025,0.025,0.025,0.922454,0.41384,0.975]",winged_vehicle,tri,6881,3726,data\psb_v1\benchmark\db\11\m1159\m1159.off
633b6f538e368ab51dbd9a3e,"[0.025,0.025,0.025,0.931591,0.32614,0.975]",winged_vehicle,tri,1692,1486,data\psb_v1\benchmark\db\11\m1161\m1161.off
633b6f538e368ab51dbd9a3f,"[0.025,0.025,0.025,0.931034,0.302749,0.975]",winged_vehicle,tri,2778,1014,data\psb_v1\benchmark\db\11\m1163\m1163.off
633b6f548e368ab51dbd9a40,"[0.030058368985503927,0.02499999999999999,0.026201625928839067,0.975,0.7945830000000002,0.27184100000000005]",winged_vehicle,tri,5876,3000,data\psb_v1\benchmark\db\11\m1165\m1165.off
633b6f548e368ab51dbd9a41,"[0.025,0.025,0.025,0.697772,0.283484,0.975]",winged_vehicle,tri,3992,2838,data\psb_v1\benchmark\db\11\m1167\m1167.off
633b6f548e368ab51dbd9a42,"[0.025,0.025,0.025,0.663453,0.309501,0.975]",winged_vehicle,tri,2237,1198,data\psb_v1\benchmark\db\11\m1169\m1169.off
633b6f548e368ab51dbd9a43,"[0.025,0.025,0.025,0.975,0.280738,0.736381]",winged_vehicle,tri,5622,3110,data\psb_v1\benchmark\db\11\m1171\m1171.off
633b6f548e368ab51dbd9a44,"[0.025,0.025,0.025,0.975,0.790161,0.261539]",winged_vehicle,tri,4856,2572,data\psb_v1\benchmark\db\11\m1173\m1173.off
633b6f548e368ab51dbd9a45,"[0.025,0.025,0.025,0.665258,0.321351,0.975]",winged_vehicle,tri,4592,2344,data\psb_v1\benchmark\db\11\m1175\m1175.off
633b6f548e368ab51dbd9a46,"[0.025,0.025,0.025,0.857283,0.307677,0.975]",winged_vehicle,tri,1010,507,data\psb_v1\benchmark\db\11\m1177\m1177.off
633b6f548e368ab51dbd9a47,"[0.025,0.025,0.025,0.609267,0.217744,0.975]",winged_vehicle,tri,2082,1203,data\psb_v1\benchmark\db\11\m1179\m1179.off
633b6f548e368ab51dbd9a48,"[0.025888356674538537,0.026235446391257158,0.03711452767824261,0.746079,0.2363472327287279,0.9680785744541762]",winged_vehicle,tri,5973,2993,data\psb_v1\benchmark\db\11\m1181\m1181.off
633b6f548e368ab51dbd9a49,"[0.025,0.025,0.025,0.975,0.826917,0.222658]",winged_vehicle,tri,780,520,data\psb_v1\benchmark\db\11\m1183\m1183.off
633b6f558e368ab51dbd9a4a,"[0.025,0.028832979934043032,0.04080383378378379,0.4705170000000001,0.247759,0.975]",winged_vehicle,tri,6117,2952,data\psb_v1\benchmark\db\11\m1185\m1185.off
633b6f558e368ab51dbd9a4b,"[0.025,0.025407781250000004,0.038825378378378364,0.6583330000000001,0.26248409700060354,0.9703745516413175]",winged_vehicle,tri,5964,2993,data\psb_v1\benchmark\db\11\m1187\m1187.off
633b6f568e368ab51dbd9a4c,"[0.025000000000000005,0.02538183125267042,0.03511182916633839,0.6603700000000001,0.241881,0.9731072529849496]",winged_vehicle,tri,6372,2994,data\psb_v1\benchmark\db\11\m1189\m1189.off
633b6f568e368ab51dbd9a4d,"[0.025,0.025,0.025,0.975,0.89012,0.17626]",winged_vehicle,tri,2444,1295,data\psb_v1\benchmark\db\11\m1191\m1191.off
633b6f568e368ab51dbd9a4e,"[0.025,0.025,0.025,0.521407,0.211361,0.975]",winged_vehicle,tri,2030,1020,data\psb_v1\benchmark\db\11\m1193\m1193.off
633b6f568e368ab51dbd9a4f,"[0.04380526315789475,0.024999999999999998,0.026361173391615426,0.9652940507978358,0.7357000000000001,0.23713700000000004]",winged_vehicle,tri,5706,3000,data\psb_v1\benchmark\db\11\m1195\m1195.off
633b6f568e368ab51dbd9a50,"[0,0,0,0.685476,0.24754703283658472,0.9669646002016965]",winged_vehicle,tri,6033,2997,data\psb_v1\benchmark\db\11\m1197\m1197.off
633b6f568e368ab51dbd9a51,"[0.025,0.025,0.025,0.975,0.221184,0.557698]",winged_vehicle,tri,1146,602,data\psb_v1\benchmark\db\11\m1199\m1199.off
633b6f568e368ab51dbd9a52,"[0.025,0.025,0.025,0.975,0.677761,0.322062]",winged_vehicle,tri,11310,6769,data\psb_v1\benchmark\db\12\m1201\m1201.off
633b6f578e368ab51dbd9a53,"[0.028363681402356285,0.039405829729729745,0.028290181645007566,0.4882659313608222,0.9735705622264796,0.2738710965751366]",winged_vehicle,tri,5914,2982,data\psb_v1\benchmark\db\12\m1203\m1203.off
633b6f578e368ab51dbd9a54,"[0.03864886913069446,0.02499999999999999,0.027520170933092426,0.9677111231845091,0.7742950000000001,0.2169500000000001]",winged_vehicle,tri,5666,3000,data\psb_v1\benchmark\db\12\m1205\m1205.off
633b6f578e368ab51dbd9a55,"[0.045391964285714285,0.02556343971124063,0.025,0.9750000000000001,0.14863000000000007,0.382877]",winged_vehicle,tri,5876,3000,data\psb_v1\benchmark\db\12\m1207\m1207.off
633b6f588e368ab51dbd9a56,"[0.029723791823012817,0.02512911944425301,0.025550034933194368,0.9325847744223039,0.2745673013831203,0.9749121384493512]",winged_vehicle,tri,5953,2993,data\psb_v1\benchmark\db\12\m1209\m1209.off
633b6f588e368ab51dbd9a57,"[0.025,0.025468144618599052,0.025002678834125564,0.9176641021543092,0.31777108604733506,0.9749890191851249]",winged_vehicle,tri,5927,3000,data\psb_v1\benchmark\db\12\m1211\m1211.off
633b6f598e368ab51dbd9a58,"[0.025,0.024999999999999994,0.027083329638484623,0.45763,0.17575,0.9515234401729405]",winged_vehicle,tri,5985,2995,data\psb_v1\benchmark\db\12\m1213\m1213.off
633b6f598e368ab51dbd9a59,"[0.025314234586214887,0.025,0.03423770984964278,0.24086750940992793,0.694913,0.9714535731462756]",winged_vehicle,tri,5976,2998,data\psb_v1\benchmark\db\12\m1215\m1215.off
633b6f598e368ab51dbd9a5a,"[0.025,0.02529838020815284,0.03892356564108858,0.6065749990433785,0.27319000000000004,0.9740989671098028]",winged_vehicle,tri,5913,2996,data\psb_v1\benchmark\db\12\m1217\m1217.off
633b6f5a8e368ab51dbd9a5b,"[0.025045994552814334,0.025,0.025,0.17718198627532603,0.726810300463178,0.9705663887122052]",winged_vehicle,tri,5954,2983,data\psb_v1\benchmark\db\12\m1219\m1219.off
633b6f5a8e368ab51dbd9a5c,"[0.024999999999999998,0.025,0.02638475,0.9732540012787585,0.846538,0.21913900000000003]",winged_vehicle,tri,5881,2996,data\psb_v1\benchmark\db\12\m1221\m1221.off
633b6f5a8e368ab51dbd9a5d,"[0.025,0.025,0.025,0.685618,0.215578,0.975]",winged_vehicle,tri,2230,1117,data\psb_v1\benchmark\db\12\m1223\m1223.off
633b6f5a8e368ab51dbd9a5e,"[0.025,0.024999999999999998,0.025232285915529572,0.9656707696553656,0.731328,0.18014300000000005]",winged_vehicle,tri,5857,2993,data\psb_v1\benchmark\db\12\m1225\m1225.off
633b6f5a8e368ab51dbd9a5f,"[0.024999999999999967,0.024999999999999998,0.02673877707021474,0.9701770932944086,0.7685030000000004,0.15892500000000004]",winged_vehicle,tri,5731,2998,data\psb_v1\benchmark\db\12\m1227\m1227.off
633b6f5a8e368ab51dbd9a60,"[0.025,0.025,0.025,0.501292,0.975,0.225043]",winged_vehicle,tri,6422,3388,data\psb_v1\benchmark\db\12\m1229\m1229.off
633b6f5b8e368ab51dbd9a61,"[0.025,0.025,0.024999999999999998,0.635711,0.19464500000000004,0.9663698410384427]",winged_vehicle,tri,5436,2812,data\psb_v1\benchmark\db\12\m1231\m1231.off
633b6f5b8e368ab51dbd9a62,"[0.025,0.025485528523489932,0.03525809930998165,0.5125,0.2625,0.9738703722200156]",winged_vehicle,tri,6099,2998,data\psb_v1\benchmark\db\12\m1233\m1233.off
633b6f5b8e368ab51dbd9a63,"[0.025,0.030029184088379127,0.03435325000000001,0.9745947055123328,0.2386263514192322,0.94855]",winged_vehicle,tri,5912,2927,data\psb_v1\benchmark\db\12\m1235\m1235.off
633b6f5c8e368ab51dbd9a64,"[0.030174257500000003,0.025,0.030130678159269123,0.969825675,0.305844007644078,0.9352338351272738]",winged_vehicle,tri,6204,2989,data\psb_v1\benchmark\db\12\m1237\m1237.off
633b6f5c8e368ab51dbd9a65,"[0.03768873223651785,0.03242071570900808,0.02690993428050326,0.9679253015369056,0.7598593977140864,0.24777000000000002]",winged_vehicle,tri,5829,3000,data\psb_v1\benchmark\db\12\m1239\m1239.off
633b6f5c8e368ab51dbd9a66,"[0.03588516102733401,0.02694219237530913,0.0250204502427151,0.9698871860459983,0.703341966909165,0.26375900000000024]",winged_vehicle,tri,5763,3000,data\psb_v1\benchmark\db\12\m1241\m1241.off
633b6f5d8e368ab51dbd9a67,"[0.024999999999999998,0.025722777448724497,0.03849957863544578,0.67727,0.24523270632746227,0.968472054220525]",winged_vehicle,tri,6115,2949,data\psb_v1\benchmark\db\12\m1243\m1243.off
633b6f5d8e368ab51dbd9a68,"[0.025,0.02567742064755413,0.029749260129734764,0.975,0.312895,0.749336]",winged_vehicle,tri,5980,2995,data\psb_v1\benchmark\db\12\m1245\m1245.off
633b6f5d8e368ab51dbd9a69,"[0.025,0.025,0.025,0.680532,0.338948,0.975]",winged_vehicle,tri,1546,777,data\psb_v1\benchmark\db\12\m1247\m1247.off
633b6f5d8e368ab51dbd9a6a,"[0.03148024123887633,0.025291493843530494,0.025,0.9689372650640852,0.6299826965185557,0.38116700000000014]",winged_vehicle,tri,5995,3000,data\psb_v1\benchmark\db\12\m1249\m1249.off
633b6f5d8e368ab51dbd9a6b,"[0.025,0.025,0.025,0.663453,0.309501,0.975]",winged_vehicle,tri,2237,1198,data\psb_v1\benchmark\db\12\m1251\m1251.off
633b6f5e8e368ab51dbd9a6c,"[0.03845917691019828,0.024999999999999994,0.025828162841681077,0.9651747574419338,0.7153370000000001,0.23105800000000007]",winged_vehicle,tri,5694,3000,data\psb_v1\benchmark\db\12\m1253\m1253.off
633b6f5e8e368ab51dbd9a6d,"[0.025,0.025,0.025,0.975,0.246725,0.50787]",winged_vehicle,tri,6441,3167,data\psb_v1\benchmark\db\12\m1255\m1255.off
633b6f5e8e368ab51dbd9a6e,"[0.025,0.025,0.025,0.477636,0.975,0.136758]",winged_vehicle,tri,17370,8812,data\psb_v1\benchmark\db\12\m1257\m1257.off
633b6f5e8e368ab51dbd9a6f,"[0.025,0.025,0.025,0.975,0.677761,0.322062]",winged_vehicle,tri,11310,6769,data\psb_v1\benchmark\db\12\m1259\m1259.off
633b6f5e8e368ab51dbd9a70,"[0.040903075542515384,0.024999999999999998,0.0274859445346232,0.9665869820258485,0.7199790000000001,0.2491540000000001]",winged_vehicle,tri,5738,2982,data\psb_v1\benchmark\db\12\m1261\m1261.off
633b6f5e8e368ab51dbd9a71,"[0.025,0.025,0.025,0.975,0.918087,0.273664]",winged_vehicle,tri,2092,1244,data\psb_v1\benchmark\db\12\m1263\m1263.off
633b6f5f8e368ab51dbd9a72,"[0.04530710714285714,0.02589887956635379,0.025000000000000005,0.9750000000000001,0.14952300000000002,0.38344100000000003]",winged_vehicle,tri,5876,3000,data\psb_v1\benchmark\db\12\m1265\m1265.off
